biography,biography_50_characters,biography_75_words,count_objects,date,freebase:id,id,ideo:id,ima:id,lcnaf:id,ldm:id,moma:id,name,phm:id,superseded_by,supersedes,tms:id,ulan:id,url,vanda:id,viaf:id,walker:id,wikipedia:id,woe:country,woe:country_id
"Although Pola Stout was born in Poland, she preferred education in Vienna and moved there to study at the Kunsgewerbe Schule. While there, she studied textile design and hand-looming, and then joined the Wiener Werkstatte. In 1934, she went to the United States and began working for Dunhill. Her wools were used by fashion and costume designers, like Lentz Gibbons, a company that exclusively used her fabrics for suits, capes, and coats. In 1940, she started designing for Botany Mills where she designed a collection per season, including limited edition textiles. It wasn’t until 1946 that Stout started her own company with a mill in Philadelphia. She is best remembered for her innovative use of stripes.",,,1,"Austrian, 1902–1984",,18048719,,,,,,Pola Stout,,0,0,,,https://collection.cooperhewitt.org/people/18048719/,,,,,,
,,,1,,,18048759,,,,,,Amable Leroy,,0,0,,,https://collection.cooperhewitt.org/people/18048759/,,,,,,
,,,2,,,18048709,,,,,,Alton Butterfield,,0,0,,,https://collection.cooperhewitt.org/people/18048709/,,,,,,
"Attended Iowa State University as the first recipient of the Helen Beresford scholarship.
During third year of college, worked as intern at the Duffy Group, Fallon McElligott, Minneapolis.
Advanced toSenior Art Director, Duffy Group; clients included Giorgio Armani, Rolling Stone, Porsche and Jim Bean Brands.
Executive Art Director, Bloomingdale's Advertising; directed team in retail, packaging and identity work for the company's buyers in all its stores.
Joined Wieden & Kennedy, Portland, Oregon c.1994. International creative director for software (Microsoft) and soft drinks (Diet Coke, Powerade, Barq's). Clients also have included Nike and The State of Oregon Tourism Commission. 
Awards: Best of Category medals, D&AD and Art Directors Club.
Work included in the publications Eye, Archive, The New York Times Op-Ed page and in the permament collections of the Victoria & Albert Museum (London), the San Francisco Museum of Modern Art, and the Museum of Modern Art (New York).",,,1,,,18048771,,,,,,Todd Waterbury,,0,0,,,https://collection.cooperhewitt.org/people/18048771/,,,,,,
,,,1,,,18048791,,,,,,United-DeSoto Wallpaper Company,,0,0,,,https://collection.cooperhewitt.org/people/18048791/,,,,,,
,,,2,,,18048797,,,,,,Project Reach Youth (PRY),,0,0,,,https://collection.cooperhewitt.org/people/18048797/,,,,,,
,,,209,,,18048765,,,,,,Cynthia Trope,,0,0,,,https://collection.cooperhewitt.org/people/18048765/,,,,,23424977,23424977
,,,1,,,18048715,,,,,,Delta,,0,0,,,https://collection.cooperhewitt.org/people/18048715/,,,,,,
,,,2,,,18048755,,,,,,"Stubbs Books & Prints, Inc.",,0,0,,,https://collection.cooperhewitt.org/people/18048755/,,,,,,
,,,1,,,18048773,,,,,,"Metro Packaging Group, NY",,0,0,,,https://collection.cooperhewitt.org/people/18048773/,,,,,,
,,,1,,,18048747,,,,,,Ruth Patsy Kline,,0,0,,,https://collection.cooperhewitt.org/people/18048747/,,,,,,
"Her works have been published in major publications, including Architectural Digest and Better Homes & Gardens. She is the lead designer at Fibercations, an interior design company, in St. Louis, Missouri.",,,1,"American, b. 1948",,18064527,,,,,,Dana Romeis,,0,0,,,https://collection.cooperhewitt.org/people/18064527/,,,,,23424977,23424977
,,,1,,,18064521,,,,,,Weberei Eschen AG,,0,0,,,https://collection.cooperhewitt.org/people/18064521/,,,,,,
,,,4,"Italian, 1571 - 1635",,18064549,,,,,,Giulio Parigi,,0,0,,,https://collection.cooperhewitt.org/people/18064549/,,,,,23424853,23424853
,,,1,,,18064561,,,,,,W Auger,,0,0,,,https://collection.cooperhewitt.org/people/18064561/,,,,,,
"Before becoming a tapestry weaver, Anselevicius was a sculptor and painter. In 1953, she was invited to show at the International Good Design Exhibition at MoMA. At around that time, she had produced several unconventional hand-woven fabrics for Knoll. She enjoyed producing large-scale, monumental tapestries for public spaces, using geometric designs and patterns.",,,9,"American, 1923–2003",,18064569,,,,,,Evelyn Hill Anselevicius,,0,0,,,https://collection.cooperhewitt.org/people/18064569/,,,,,23424977,23424977
"Greta Von Nessen was born in Sweden in 1900, the daughter of an architect. After graduating from the School for Industrial Arts in Stockholm, Sweden, she married Walter Von Nessen, a German industrial designer best known for his cutting edge, Bauhaus-inspired lamp designs. They immigrated to the US together in 1927, establishing the Nessen Studios design firm in Manhattan’s Murray Hill neighborhood. Greta worked alongside her husband as he gained prominence in the New York design world, his career culminating in the design of a versatile swing arm lamp in the 1927. When Walter died in 1943, Greta decided to maintain Nessen Studios and continued designing lamps in his style.",,,1,American (born Sweden) 1900 - 1974,,18064541,,,,,,Greta Von Nessen,,0,0,,,https://collection.cooperhewitt.org/people/18064541/,,,,,23424977,23424977
,,,1,,,18064577,,,,,,Ann Cathrina Seiler,,0,0,,,https://collection.cooperhewitt.org/people/18064577/,,,,,,
Designed for Knoll.,,,1,"German, b. 1936",,18064589,,,,,,Francisca Reichardt Vietsch,,0,0,,,https://collection.cooperhewitt.org/people/18064589/,,,,,23424829,23424829
,,,15,,,18064563,,,,,,Louisville Textiles,,0,0,,,https://collection.cooperhewitt.org/people/18064563/,,,,,23424977,23424977
,,,1,,,18064583,,,,,,Jack R. Stokvis,,0,0,,,https://collection.cooperhewitt.org/people/18064583/,,,,,,
,,,4,,,18064523,,,,,,Franetta,,0,0,,,https://collection.cooperhewitt.org/people/18064523/,,,,,,
,,,23,,,18064529,,,,,,George Kravis,,0,0,,,https://collection.cooperhewitt.org/people/18064529/,,,,,,
,,,1,,,18064579,,,,,,Suzanne Todd,,0,0,,,https://collection.cooperhewitt.org/people/18064579/,,,,,,
"Peter Müller-Munk (1904-1967) trained as a silversmith in Berlin, Germany, focused on crafting each piece by hand. It wasn’t until after he immigrated to New York City in 1926 that the German-born designer switched his focus to industrial design for mass production, creating the Art Deco tableware designs he is best-known for today.
 
Müller-Munk began his career in the United States by working as a silver designer at Tiffany & Co. and exhibiting his luxury metalwork at the 1928 Macy’s Exposition. By 1929, he had established his own silver studio and exhibited at the Metropolitan Museum of Art. In response to the rapid decline in demand for expensive silverwares during the Great Depression, Müller-Munk transferred his focus to industrial design, creating sleek, consumer-oriented domestic objects.
 
Müller-Munk went on to become a major force in legitimizing the design profession and establishing design education. He served as head of the first American degree program in industrial design at the Carnegie Institute of Technology during the 1930s while completing design projects for companies like Westinghouse, Dow Chemicals, Texaco and U.S. Steel. Müller-Munk also left a definitive mark on the national and international evolutions of post-war industrial design by serving as president of the Society of Industrial Designers in 1954 and president of the International Council of Societies of Industrial Design in 1957. The award-winning and prosperous design consultancy firm he founded in 1944, Peter Müller-Munk Associates, went on to work in communication and environmental design after his death.

http://www.britishmuseum.org/explore/highlights/highlight_objects/pe_mla/c/chromium-plated_normandie_pitc.aspx
http://www.industrialdesignhistory.com/node/96",,,1,"American (born Germany), 1904 - 1967",,18064535,,,,,,Peter Müller-Munk,,0,0,,,https://collection.cooperhewitt.org/people/18064535/,,,,,23424977,23424977
"Renowned for his statement that “good design is good business,” Eliot Noyes was an architect and industrial designer responsible for establishing a number of modern design philosophies and practices that reign as standards today. He is particularly noted for creating corporate design programs at IBM, Westinghouse, Mobil Oil and Cummins Engines in the 1950s and 60s.

Noyes was born in Boston, Massachusetts in 1910. He graduated from Harvard University’s newly established Graduate School of Design in 1938, influenced by famed Bauhaus designers and Harvard instructors Walter Gropius and Marcel Breuer. After working briefly for Gropius and Breuer and traveling across the country to study modern design, Noyes became the first director of The Museum of Modern Art’s Industrial Design Department in 1940. During his tenure, Noyes projected designers like Charles and Ray Eames and Eero Saarinen into the spotlight via the museum’s “Organic Design in Home Furnishing” competition. He worked with such manufacturers as Knoll and Herman Miller to configure the new processes necessary for producing their designs, thus contributing significantly to the mass production of modern furniture.

After leaving MoMA in 1946, Noyes entered the corporate design realm to work as design director in industrial designer Norman Bel Geddes’ firm. While there, Noyes was entrusted with the design of IBM’s Model A electric typewriter. When Bel Geddes’ business folded in 1947, Noyes maintained the commission and completed the design. This led Noyes to start his own design firm in 1947 for which he took on commissions from major companies, including the logo and look of all Mobil gas stations. One of Noyes’ most acclaimed designs is his own home in New Canaan, Connecticut, where, as one of a group of architects known as the Harvard Five, he helped turn an average town into a hub for modernist architecture. 

http://www.businessweek.com/stories/2007-01-29/the-forgotten-pioneer-of-corporate-designbusinessweek-business-news-stock-market-and-financial-advice
http://en.wikipedia.org/wiki/Eliot_Noyes
http://www.preservationnation.org/travel-and-sites/sites/northeast-region/new-canaan-ct/architects/eliot-noyes.html",,,1,"American, 1910 - 1977",,18064531,,,,,,Eliot Noyes,,0,0,,,https://collection.cooperhewitt.org/people/18064531/,,,,,23424977,23424977
"Revere Copper and Brass, Inc. was originally started by Paul Revere in 1801 as he worked to reduce the young United States’ dependence on England for rolled copper sheets, which were important for sheathing the hulls of ships. After intensive trial and error and research on copper rolling techniques, Revere became the first American to roll copper successfully. Copper rolled at his mill was used to protect the hull of “Old Ironsides” and cover the dome of the Massachusetts State House. Mergers in 1928 and 1929 led Revere’s original copper mill, Revere Copper, in Canton, Massachusetts to be renamed Revere Copper and Brass, Inc. and relocated to Rome, New York. In 1938, an employee of the Revere Cooper and Brass, Inc. named James M. Kennedy invented copper-clad cookware, now called Revere Ware. The company continues to do business today, having returned to the name Revere Copper.

http://www.reverecopper.com/about-us
http://en.wikipedia.org/wiki/Revere_Copper_Company",,,2,Established 1928,,18064539,,,,,,Revere Copper and Brass Company,,0,0,,,https://collection.cooperhewitt.org/people/18064539/,,,,,23424977,23424977
"Gretl met Leo Wollner in the late 1940s when they were both studying under textile designer Eduard Josef Wimmer-Wisgrill, founder of the fashion division of the Wiener Werkstatte. For most of her career, she collaborated with her husband.",,,3,"Austrian, 1920–2006",,18064517,,,,,,Gretl Wollner,,0,0,,,https://collection.cooperhewitt.org/people/18064517/,,,,,23424750,23424750
,,,1,,,18064505,,,,,,Larry Weinberg,,0,0,,,https://collection.cooperhewitt.org/people/18064505/,,,,,,
The Springmeyer Brothers were John Henry Belter's brothers in law and they operated the Belter business after his death in 1863 until 1867. The business name was changed to Springmeyer Brothers in 1865.,,,2,1863 - 1867,,18064511,,,,,,Springmeyer Brothers,,0,0,,,https://collection.cooperhewitt.org/people/18064511/,,,,,23424977,23424977
"Emerson Radio Corp. was incorporated in 1915 by Victor Hugo Emerson. Though based in New York City, the company's first factories were opened in Chicago and Boston, in 1920. The company expanded in the 20's and was thus renamed the Emerson Radio and Phonograph Corp. Although Emerson introduced the first radio-phonograph combination sold in the United States, the company remained in obscurity until 1932, when, during the Great Depression, it introduced the ""peewee"" radio. The company would later be one of the first to successfully market consumer televisions. 

The Emerson Radio and Phonograph Corp. is particularly notable as the manufacturer of the red, white and blue ""Patriot"" radio, designed by Norman Bel Geddes.",,,1,"New York, New York, USA, founded 1915",,18064533,,,,,,Emerson Radio and Phonograph Corp.,,0,0,,,https://collection.cooperhewitt.org/people/18064533/,,,,,23424977,23424977
,,,1,,,18064587,,,,,,Robert E. Stokvis,,0,0,,,https://collection.cooperhewitt.org/people/18064587/,,,,,,
,,,2,,,18064581,,,,,,Carol S. Connell,,0,0,,,https://collection.cooperhewitt.org/people/18064581/,,,,,,
,,,11,,,18064593,,,,,,Rago Arts and Auction Center,,0,0,,,https://collection.cooperhewitt.org/people/18064593/,,,,,,
,,,22,,,18064557,,,,,,Richard and Trudy Schultz,,0,0,,,https://collection.cooperhewitt.org/people/18064557/,,,,,,
"Industrial designer Walter Von Nessen founded Nessen Studios in Manhattan’s Murray Hill neighborhood upon immigrating to the United States from Germany in 1927. Von Nessen utilized the studio to produce lighting for the most part, but also created tableware, furniture and appliance designs. When Von Nessen died in 1943, his wife Greta briefly closed the firm. She reopened Nessen Studios after WWII and resumed the production of lamps, adding lighting designs of her own to its oeuvre. Nessen Studios is still in business today under the name Nessen Lighting, Inc. It is now located in Mamaroneck, New York.  

http://whoagirl.tumblr.com/post/6768904331/babes-of-the-month-to-those-without-histories
http://www.nessenlighting.com/wnessen.php
http://www.nessenlighting.com/about.php",,,1,,,18064543,,,,,,"Nessen Studios, Inc.",,0,0,,,https://collection.cooperhewitt.org/people/18064543/,,,,,23424977,23424977
,,,5,"Italian, 1582 - 1635",,18064545,,,,,,Remigio Cantagallina,,0,0,,,https://collection.cooperhewitt.org/people/18064545/,,,,,23424853,23424853
,,,3,"Austrian, 1925 - 1995",,18064519,,,,,,Leo Wollner,,0,0,,,https://collection.cooperhewitt.org/people/18064519/,,,,,23424750,23424750
,,,1,,,18064559,,,,,,Itzehoer Netzfabrik,,0,0,,,https://collection.cooperhewitt.org/people/18064559/,,,,,23424829,23424829
"Henning Watterston was one of the most successful weaver/designers of the postwar period. He studied painting and textile design at the Rudolph Schaeffer School of Design in San Francisco. In 1941 he and his wife, Carolyn Rees, joined Frank Lloyd Wright’s Taliesin Fellowship, where they designed and wove curtains for Wright’s Rose Pauson House in Phoenix, Arizona. Through the 1940s, Watterston became well-known for his textural casements designed for Menlo Textiles. In 1949, he moved his studio to New York. Through the 1950s, he designed high-end and custom fabrics for decorators, and worked with Craftex Mills in Philadelphia.",,,4,"American, 1916 - 2009",,18064567,,,,,,Henning Watterston,,0,0,,,https://collection.cooperhewitt.org/people/18064567/,,,,,23424977,23424977
,,,9,,,18064509,,,,,,Cindia Cameron,,0,0,,,https://collection.cooperhewitt.org/people/18064509/,,,,,,
,,,1,,,18064571,,,,,,Testori,,0,0,,,https://collection.cooperhewitt.org/people/18064571/,,,,,23424977,23424977
,,,1,,,18064591,,,,,,Earl Martin,,0,0,,,https://collection.cooperhewitt.org/people/18064591/,,,,,,
"Marimekko began as subsidiary of Printext Oy in 1951, but the two merged in 1966 under the name ""Marimekko"".",,,4,1949 - 1966,,18064515,,,,,,Printext,,0,0,,,https://collection.cooperhewitt.org/people/18064515/,,,,,23424812,23424812
,,,5,,,18064573,,,,,,Rancocas Fabrics,,0,0,,,https://collection.cooperhewitt.org/people/18064573/,,,,,23424977,23424977
,,,9,,,18048927,,,,,,James Ford Fund,,0,0,,,https://collection.cooperhewitt.org/people/18048927/,,,,,,
,,,1,,,18048921,,,,,,Takashi Sebata,,0,0,,,https://collection.cooperhewitt.org/people/18048921/,,,,,,
,,,1,,,18048995,,,,,,Russell Simmons,,0,0,,,https://collection.cooperhewitt.org/people/18048995/,,,,,,
,,,1,,,18048949,,,,,,"Onder den St. Maarten Workshop, Zaltbommel",,0,0,,,https://collection.cooperhewitt.org/people/18048949/,,,,,,
,,,1,,,18048961,,,,,,"Street & Smith Publications, Inc.",,0,0,,,https://collection.cooperhewitt.org/people/18048961/,,,,,,
,,,2,,,18048969,,,,,,Manufacture de Dubern & Comp. a Nantes,,0,0,,,https://collection.cooperhewitt.org/people/18048969/,,,,,,
,,,1,Dutch,,18048941,,,,,,N.V. Koninklijke,,0,0,,,https://collection.cooperhewitt.org/people/18048941/,,,,,23424909,23424909
,,,52,,,18048989,,,,,,Elizabeth A. Nedwill,,0,0,,,https://collection.cooperhewitt.org/people/18048989/,,,,,,
,,,1,,,18048963,,,,,,Manufacture Anglaise du Chateau de Sevres,,0,0,,,https://collection.cooperhewitt.org/people/18048963/,,,,,,
Dutch silversmiths. Founded 1835 by J.M. van Kempen (1814-77) in Utrecht. 1858 moved to Voorschoten. English craftsmen were hired to instruct Dutch workers in production of forks and spoons in new techniques. Became the largest and oldest manufacturer of silver in the Netherlands.,,,9,founded 1835,,18048953,,,,,,"J.M. van Kempen and Son, Voorschoten",,0,0,,,https://collection.cooperhewitt.org/people/18048953/,,,,,23424909,23424909
,,,1,,,18048923,,,,,,Richardson & Cameron Hardware Co.,,0,0,,,https://collection.cooperhewitt.org/people/18048923/,,,,,,
,,,1,,,18048903,,,,,,Winfried Scheuer,,0,0,,,https://collection.cooperhewitt.org/people/18048903/,,,,,,
,,,1,,,18048913,,,,,,James L. Fournier,,0,0,,,https://collection.cooperhewitt.org/people/18048913/,,,,,,
"Danish furniture designer and architect. Studied architecture at Det Kongelige Danske Kunstakademi, Copehagen, to 1925. In 1934 set up his own design office. Known for his 1932 Safari chair. Published ""Modern Danish Arts - Craftsmanship,"" in 1948.",,,1,1898–,,18048929,,,,,,Mogens Koch,,0,0,,,https://collection.cooperhewitt.org/people/18048929/,,,,,,
,,,1,,,18048907,,,,,,Hisashi Tanabe,,0,0,,,https://collection.cooperhewitt.org/people/18048907/,,,,,,
,,,2,"Cuban, born 1941",,18048935,,,,,,Antonio Perez (Ñiko) González,,0,0,,,https://collection.cooperhewitt.org/people/18048935/,,,,,23424793,23424793
,,,4,,,18048901,,,,,,"P.O. Lundgren Designs, Sweden",,0,0,,,https://collection.cooperhewitt.org/people/18048901/,,,,,,
"Sculptor, graphic designer and designer of applied art including ceramics and medals. Ceramic designs executed by  Amstelhoek, Haga, Amphora (NL), Zuid-Holland, Rembrandt and Sphinx. Connected to 't Binnenhuis and De Woning . C.J. van der Hoef's work is seen by many people as a good example of a well balanced use of form and decoration.",,,7,"Dutch, 1875 – 1933",,18048937,,,,,,Christian Johannes van der Hoef,,0,0,,,https://collection.cooperhewitt.org/people/18048937/,,,,,23424909,23424909
,,,35,,,18048931,,,,,,Smithsonian Institution CAP Funds--do not use,,0,0,,,https://collection.cooperhewitt.org/people/18048931/,,,,,,
,,,8,founded 1868,,18048939,,,,,,Begeer,,0,0,,,https://collection.cooperhewitt.org/people/18048939/,,,,,23424909,23424909
,,,2,,,18048925,,,,,,Stephen Copeland,,0,0,,,https://collection.cooperhewitt.org/people/18048925/,,,,,,
,,,1,,,18048917,,,,,,Boyd Willat,,0,0,,,https://collection.cooperhewitt.org/people/18048917/,,,,,,
,,,1,,,18048905,,,,,,Jorgen Gammelgaard,,0,0,,,https://collection.cooperhewitt.org/people/18048905/,,,,,,
,,,1,"Dutch, 1858 - 1928",,18048951,,,,,,Jan Toorop,,0,0,,,https://collection.cooperhewitt.org/people/18048951/,,,,,23424909,23424909
,,,1,,,18048911,,,,,,Ron Clements,,0,0,,,https://collection.cooperhewitt.org/people/18048911/,,,,,,
,,,1,,,18048933,,,,,,Martinez,,0,0,,,https://collection.cooperhewitt.org/people/18048933/,,,,,,
,,,3,,,18048999,,,,,,Swingline,,0,0,,,https://collection.cooperhewitt.org/people/18048999/,,,,,,
,,,13,1938–1992,,18048987,,,,,,Richard Neagle,,0,0,,,https://collection.cooperhewitt.org/people/18048987/,,,,,,
"American designer, Lester Beall (1903-1969), was educated at Lane Technical School in Chicago and received a bachelor's degree in art history from the University of Chicago. 
Upon discovering the work of the European avant-garde, Beall was inspired to bring American design of the 1930s and 1940s to a higher level of effective visual communication. Self-taught, Lester Beall was one of the first Americans to have his work shown in a German monthly graphics periodical, ""Gebrauchsgraphik"", and was one of the first Americans to incorporate the New Typography, using techniques such as the photomontage, collage and the use of cut-out flat colored paper in combination with photography and economical line drawing, reworking the element of European modernism into a distinctive American style. He produced solutions to graphic design problems that were unique among his American contemporaries.
Beall moved from Chicago to New York City in 1935 and did much work that was influential to the field of editorial design. In 1937 Beall became the first American commercial artist to be honored with one-man show at The Museum of Modern Art, New York. Between 1938 and 1940, Beall redesigned twenty magazines for McGraw Hill, in 1946 he designed two covers for ""Fortune"" and in 1944 he began designing ""Scope"" magazine for Upjohn Pharmaceuticals which he did until 1951. In 1952, Beall opened a design office in Dumbarton farm, his home in rural Connecticut. In 1973, four years after his death, Lester Beall was inducted into the New York Art Directors Club Hall of Fame.
Philip B. Meggs credits Beall with ""almost single-handedly launching the modern movement in American design"". In 1973, the Art Directors Club of New York belatedly elected him to its prestigious Hall of Fame. Bob Plisken, who worked for Beall in the early 1940s, said on that occasion, ""In my opinion, Beall did more than anyone to make graphic design in America a distinct and respected profession"".",,,10,"American, 1903–1969",,18048993,,,,,,Lester Beall,,0,0,,,https://collection.cooperhewitt.org/people/18048993/,,,,,23424977,23424977
,,,6,"British, 1925 - 2006",,18048957,,,,,,Ian Hamilton Finlay,,0,0,,,https://collection.cooperhewitt.org/people/18048957/,,,,,23424975,23424975
,,,10,,,18048943,,,,,,C.P.,,0,0,,,https://collection.cooperhewitt.org/people/18048943/,,,,,,
"De Bazel was known mainly as an architect and graphic artist, but also designed a wide variety of objects. His glass designs reflect his personal style of geometric simplicity and refinement, in keeping with his training as an architect, as well as his dedication to the universal religious principles he discovered in Theosophy.",,,5,1869 – 1923,,18048945,,,,,,K.P.C. (Karel Petrus Cornelis) de Bazel,,0,0,,,https://collection.cooperhewitt.org/people/18048945/,,,,,,
,,,1,,,18048919,,,,,,Giulio Confalonieri,,0,0,,,https://collection.cooperhewitt.org/people/18048919/,,,,,,
,,,12,"French, founded 1770",,18048967,,,,,,Petitpierre & Compe. Nantes,,0,0,,,https://collection.cooperhewitt.org/people/18048967/,,,,,23424819,23424819
,,,6,,,18048909,,,,,,Andries van Onck,,0,0,,,https://collection.cooperhewitt.org/people/18048909/,,,,,,
,,,1,,,18048991,,,,,,Princess Marie of Greece & Denmark,,0,0,,,https://collection.cooperhewitt.org/people/18048991/,,,,,,
,,,1,,,18048997,,,,,,Folon,,0,0,,,https://collection.cooperhewitt.org/people/18048997/,,,,,,
,,,1,,,18048915,,,,,,General Audio Division - Matsushita Electric,,0,0,,,https://collection.cooperhewitt.org/people/18048915/,,,,,,
"Jacubus Johannes Berlage (1890-1963), studied architecture at the time of Cuypers and Berlage, who were influences on his personal style.  In 1915, he met Theo van Doesburg, and was among the founders of ""De Stijl.""  Oud also based many of his ideas about industrial design on what he knew from the Bauhaus, and it may have been Oud that encouraged the designer/manufacturer W.H. Gispen (1890-1981) to produce lighting.",,,1,"Dutch, 1890–1963",,18048955,,,,,,J.J.Pieter Oud,,0,0,,,https://collection.cooperhewitt.org/people/18048955/,,,,,23424909,23424909
,,,3,,,18048947,,,,,,J.W. Mijnlief,,0,0,,,https://collection.cooperhewitt.org/people/18048947/,,,,,,
,,,2,1837–1903,,18054727,,,,,,James Hadley,,0,0,,,https://collection.cooperhewitt.org/people/18054727/,,,,,23424975,23424975
,,,1,incorporated 1928,,18054721,,,,,,General Mills,,0,0,,,https://collection.cooperhewitt.org/people/18054721/,,,,,23424977,23424977
"Manufacturer of teapots. Founded 1882, Stoke-on-Trent.",,,2,founded 1882,,18054795,,,,,,James Sadler & Sons,,0,0,,,https://collection.cooperhewitt.org/people/18054795/,,,,,,
,,,1,,,18054749,,,,,,Adeline J. Wing,,0,0,,,https://collection.cooperhewitt.org/people/18054749/,,,,,,
"Diana Hobson was educated at the Royal College of Art in London. She was a pioneer in the pâte de verre technique, producing the thinnest and most transparent glass as possible.  Hobson began experimenting with pâte de verre in the 1970s and became a pioneer of the medium. She works from her home and studio in the Santa Cruz Mountains in Northern California.",,,1,b. 1943,,18054761,,,,,,Diane Hobson,,0,0,,,https://collection.cooperhewitt.org/people/18054761/,,,,,23424975,23424975
,,,1,"French, became master in 1775; d. 1782–1785",,18054769,,,,,,Louis Magdaleine Pluvinet,,0,0,,,https://collection.cooperhewitt.org/people/18054769/,,,,,23424819,23424819
,,,1,,,18054741,,,,,,Cornelia R. Maury,,0,0,,,https://collection.cooperhewitt.org/people/18054741/,,,,,,
,,,3,1953–,,18054777,,,,,,Jean-Pierre Hsu,,0,0,,,https://collection.cooperhewitt.org/people/18054777/,,,,,23424977,23424977
"Sarah Agnres Estelle Irvine (Sadie) entered Newcomb college Pottery as a freshman in 1902. From 1906-8 enrolled in their graduate school.  Subsequently employed as pottery decorator, Assistant, Assistant Instructor, and lastly as Instructor of Art. Also worked in watercolor and block printing.",,,3,1887–1970,,18054789,,,,,,Sadie Agnes Estelle Irvine,,0,0,,,https://collection.cooperhewitt.org/people/18054789/,,,,,,
,,,5,,,18054763,,,,,,Mrs. Helen Segal,,0,0,,,https://collection.cooperhewitt.org/people/18054763/,,,,,,
"Stephen Webb was known for high quality inlaid and engraved ivory work.  He is presumed to have worked for Gillows, Collinson & Locke, and Johnston & Appleyard.  The latter was a Sheffield firm that had the distinction of being one of the few English cabinet makers to exhibit work at the Paris Exhibition of 1900.",,,1,"English, active 1870 – 1885",,18054783,,,,,,Stephen Webb,,0,0,,,https://collection.cooperhewitt.org/people/18054783/,,,,,23424975,23424975
,,,2,,,18054753,,,,,,Herder,,0,0,9900,,http://collection.cooperhewitt.org/people/18054753/,,,,340405,,
"Interior designer, furniture, jewelry, glass, textile designer, ceramicist. 1946-8 furniture designer for Mobilia. 1948-52 lighting designer for Taito. Designed for Nuutajärvi. Later assistant to Kaj Franck. 1960s worked in silver jewelry and enameling. Became artistic direction at family firm, Ossian Hopea, in Porvoo, Finland.",,,5,1925–1984,,18054775,,,,,,Saara Hopea-Untracht,,0,0,,,https://collection.cooperhewitt.org/people/18054775/,,,,,,
,,,1,"opened 1939, razed 1981",,18054713,,,,,,Gwenwood Apartment Building,,0,0,,,https://collection.cooperhewitt.org/people/18054713/,,,,,,
,,,1,1910 – 1913,,18054729,,,,,,Halcyon Pottery,,0,0,,,https://collection.cooperhewitt.org/people/18054729/,,,,,23424977,23424977
,,,1,1879 – 1964,,18054785,,,,,,Mabel Lucy Attwell,,0,0,,,https://collection.cooperhewitt.org/people/18054785/,,,,,,
,,,3,"Milan, Italy",,18054707,,,,,,Zanotta S.p.A.,,0,0,,,https://collection.cooperhewitt.org/people/18054707/,,,,,23424853,23424853
"Christian Friedrich Herold was a German porcelain and enamel painter, who first worked in Berlin decorating enamel boxes for the Fromery factory. He subsequently moved to the  Meissen Porcelain factory, (1725-1777)  where he painted Chinoiserie and Harbor scenes. He may have continued to work with enamelled boxes, and may have acquired blank porcelain that he decorated out of his own studio later in his career.",,,2,"probably Prussian, 1700–1779",,18054735,,,,,,Christian Friedrich Herold,,0,0,,,https://collection.cooperhewitt.org/people/18054735/,,,,,23424829,23424829
,,,1,b. 1944,,18054737,,,,,,William Harper,,0,0,,,https://collection.cooperhewitt.org/people/18054737/,,,,,23424977,23424977
,,,125,,,18054731,,,,,,Estate of Dorothy (Liebes) Morin,,0,0,,,https://collection.cooperhewitt.org/people/18054731/,,,,,,
,,,16,founded 1838,,18054739,,,,,,Haviland & Co.,,0,0,,,https://collection.cooperhewitt.org/people/18054739/,,,,,,
,,,1,,,18054725,,,,,,H. Bowman Co.,,0,0,,,https://collection.cooperhewitt.org/people/18054725/,,,,,,
,,,1,,,18054751,,,,,,Mrs. William Pedlar,,0,0,,,https://collection.cooperhewitt.org/people/18054751/,,,,,,
,,,45,,,18054711,,,,,,"Irwin Untermyer, Esq.",,0,0,,,https://collection.cooperhewitt.org/people/18054711/,,,,,,
,,,1,1734–early 19th century,,18054733,,,,,,Joseph Hannong,,0,0,,,https://collection.cooperhewitt.org/people/18054733/,,,,,23424819,23424819
,,,1,"Italian, 1491 – 1570",,18054799,,,,,,Francesco Melzi,,0,0,,,https://collection.cooperhewitt.org/people/18054799/,,,,,23424853,23424853
"Furniture manufacturer, 19th century England.",,,1,,,18054781,,,,,,Johnston & Appleyard,,0,0,,,https://collection.cooperhewitt.org/people/18054781/,,,,,,
,,,1,,,18054793,,,,,,Alfred G. Burnham,,0,0,,,https://collection.cooperhewitt.org/people/18054793/,,,,,,
,,,3,,,18054757,,,,,,Mrs. Julia M. Halleran,,0,0,,,https://collection.cooperhewitt.org/people/18054757/,,,,,,
,,,1,b. 1943,,18054743,,,,,,Simo Heikkla,,0,0,,,https://collection.cooperhewitt.org/people/18054743/,,,,,23424812,23424812
,,,1,b. 1941,,18054745,,,,,,Yrjö Wiherhaimo,,0,0,,,https://collection.cooperhewitt.org/people/18054745/,,,,,,
,,,10,founded 1825,,18054719,,,,,,Gustavsberg Ceramic Factory,,0,0,,,https://collection.cooperhewitt.org/people/18054719/,,,,,23424954,23424954
,,,1,,,18054759,,,,,,Makato Hirose,,0,0,,,https://collection.cooperhewitt.org/people/18054759/,,,,,,
,,,1,,,18054709,,,,,,Groupe Bull,,0,0,,,https://collection.cooperhewitt.org/people/18054709/,,,,,23424819,23424819
